base_price,discount_percentage,quantity,manufacturer,tax_amount,product_id,category,sku,taxless_price,unit_discount_amount,min_price,_id,discount_amount,created_on,product_name,price,taxful_price,base_unit_price
59.99,0,1,Low Tide Media,0,47002179,Women's Shoes,ZO0376903769,59.99,0.0,30.59,sold_product_731647_20983,0.0,2016-12-02 23:15:22,Lace-up boots - black,59.99,59.99,59.99
99.99,0,1,Angeldale,0,33976452,Men's Shoes,ZO0690206902,99.99,0.0,50.99,sold_product_714391_1909,0.0,2016-12-16 13:49:26,Boots - black,99.99,99.99,99.99
14.99,0,1,Elitelligence,0,46308081,Men's Clothing,ZO0565905659,14.99,0.0,7.35,sold_product_714391_24289,0.0,2016-12-16 13:49:26,Long sleeved top - black,14.99,14.99,14.99
79.99,0,1,Low Tide Media,0,34833920,Men's Accessories,ZO0467604676,79.99,0.0,43.19,sold_product_584510_20313,0.0,2016-12-26 06:20:10,Crossover Strap Bag,79.99,79.99,79.99
11.99,0,1,Elitelligence,0,31504277,Men's Clothing,ZO0568205682,11.99,0.0,5.64,sold_product_714707_24738,0.0,2016-12-28 10:40:48,Long sleeved top - off white/black,11.99,11.99,11.99
20.99,0,1,Tigress Enterprises,0,6391715,Women's Shoes,ZO0004600046,20.99,0.0,11.54,sold_product_732775_21443,0.0,2016-12-25 03:23:02,High heels - black,20.99,20.99,20.99
74.99,0,1,Oceanavigations,0,3786595,Women's Shoes,ZO0248902489,74.99,0.0,33.75,sold_product_729940_21949,0.0,2016-12-28 23:19:41,Ankle boots - scotch,74.99,74.99,74.99
32.99,0,1,Champion Arts,0,45524227,Women's Clothing,ZO0487304873,32.99,0.0,17.48,sold_product_732775_21705,0.0,2016-12-25 03:23:02,Dungarees - black,32.99,32.99,32.99
16.99,0,1,Pyramidustries,0,38430156,Women's Clothing,ZO0166201662,16.99,0.0,8.49,sold_product_732775_23843,0.0,2016-12-25 03:23:02,Print T-shirt - khaki,16.99,16.99,16.99
16.99,0,1,Low Tide Media,0,35542828,Men's Accessories,ZO0471404714,16.99,0.0,8.33,sold_product_561009_15601,0.0,2016-12-08 20:38:24,Wash bag - dark brown ,16.99,16.99,16.99
74.99,0,1,Microlutions,0,48890217,Men's Clothing,ZO0115401154,74.99,0.0,33.75,sold_product_583630_6141,0.0,2016-12-25 15:08:38,Winter jacket - mottled dark grey,74.99,74.99,74.99
11.99,0,1,Pyramidustries,0,35665543,Women's Accessories,ZO0199901999,11.99,0.0,5.4,sold_product_579319_13100,0.0,2016-12-22 12:05:46,Tote bag - cream/navy,11.99,11.99,11.99
32.99,0,1,Gnomehouse,0,31280029,Women's Clothing,ZO0342903429,32.99,0.0,15.84,sold_product_579319_22909,0.0,2016-12-22 12:05:46,Long sleeved top - navy blazer,32.99,32.99,32.99
7.99,0,1,Elitelligence,0,31079503,Men's Clothing,ZO0562005620,7.99,0.0,4.01,sold_product_573733_21417,0.0,2016-12-18 06:08:38,Basic T-shirt - white,7.99,7.99,7.99
28.99,0,1,Pyramidustries active,0,7050439,Women's Shoes,ZO0216502165,28.99,0.0,15.07,sold_product_566856_10829,0.0,2016-12-13 03:17:17,Sports shoes - black/pink,28.99,28.99,28.99
49.99,0,1,Gnomehouse,0,35247597,Women's Clothing,ZO0327503275,49.99,0.0,26.49,sold_product_566856_25007,0.0,2016-12-13 03:17:17,Jumpsuit - Pale Violet Red,49.99,49.99,49.99
24.99,0,1,Pyramidustries,0,41059568,Women's Clothing,ZO0184101841,24.99,0.0,11.75,sold_product_567039_16085,0.0,2016-12-13 06:40:19,Jeans Skinny Fit - dark blue denim,24.99,24.99,24.99
28.99,0,1,Tigress Enterprises,0,49327378,Women's Clothing,ZO0038000380,28.99,0.0,13.63,sold_product_567068_13637,0.0,2016-12-13 07:06:14,Jersey dress - multicolor,28.99,28.99,28.99
17.99,0,1,Tigress Enterprises,0,41728243,Women's Accessories,ZO0091900919,17.99,0.0,8.1,sold_product_727071_20781,0.0,2016-12-11 11:24:00,Across body bag - old rose ,17.99,17.99,17.99
16.99,0,1,Spherecords,0,35248275,Women's Clothing,ZO0660006600,16.99,0.0,9.17,sold_product_575800_23338,0.0,2016-12-19 20:19:41,Pyjama set - grey/pink,16.99,16.99,16.99
16.99,0,1,Pyramidustries,0,36831594,Women's Accessories,ZO0197001970,16.99,0.0,7.99,sold_product_727071_15267,0.0,2016-12-11 11:24:00,Handbag - grey,16.99,16.99,16.99
32.0,0,1,Tigress Enterprises,0,34531744,Women's Accessories,ZO0074600746,32.0,0.0,16.96,sold_product_571181_12138,0.0,2016-12-16 08:57:07,Handbag - black,32.0,32.0,32.0
13.99,0,1,Champion Arts,0,2341915,Women's Clothing,ZO0489504895,13.99,0.0,7.01,sold_product_726566_19596,0.0,2016-12-31 05:11:02,Jersey dress - mid grey multicolor,13.99,13.99,13.99
59.99,0,1,Oceanavigations,0,46378036,Women's Shoes,ZO0236202362,59.99,0.0,28.2,sold_product_726566_15993,0.0,2016-12-31 05:11:02,Ballet pumps - light blue,59.99,59.99,59.99
18.99,0,1,Gnomehouse,0,34584726,Women's Accessories,ZO0355903559,18.99,0.0,9.68,sold_product_726566_17787,0.0,2016-12-31 05:11:02,Hat - black,18.99,18.99,18.99
16.99,0,1,Elitelligence,0,44294367,Men's Clothing,ZO0559305593,16.99,0.0,7.82,sold_product_717374_17809,0.0,2016-12-31 16:50:53,Long sleeved top - black,16.99,16.99,16.99
84.99,0,1,Oceanavigations,0,31677148,Women's Shoes,ZO0252302523,84.99,0.0,46.74,sold_product_560507_21508,0.0,2016-12-08 11:51:22,Boots - black,84.99,84.99,84.99
13.99,0,1,Pyramidustries,0,39571212,Women's Clothing,ZO0166701667,13.99,0.0,6.72,sold_product_560507_16888,0.0,2016-12-08 11:51:22,Long sleeved top - black,13.99,13.99,13.99
24.99,0,1,Elitelligence,0,2747651,Men's Shoes,ZO0507305073,24.99,0.0,13.24,sold_product_559119_22152,0.0,2016-12-07 10:52:19,High-top trainers - black,24.99,24.99,24.99
32.99,0,1,Crystal Lighting,0,43784720,Women's Clothing,ZO0485104851,32.99,0.0,17.48,sold_product_559211_10030,0.0,2016-12-07 12:25:55,Wool - grey,32.99,32.99,32.99
20.99,0,1,Tigress Enterprises,0,4544118,Women's Clothing,ZO0058600586,20.99,0.0,11.33,sold_product_559211_18627,0.0,2016-12-07 12:25:55,Long sleeved top - peacoat,20.99,20.99,20.99
20.99,0,1,Spritechnologies,0,6861684,Men's Clothing,ZO0621606216,20.99,0.0,9.45,sold_product_565330_16276,0.0,2016-12-12 00:18:43,Tracksuit bottoms - dark grey multicolor,20.99,20.99,20.99
59.99,0,1,Oceanavigations,0,37680616,Women's Shoes,ZO0251102511,59.99,0.0,31.79,sold_product_575938_16048,0.0,2016-12-19 22:33:36,Trainers - black ,59.99,59.99,59.99
32.99,0,1,Gnomehouse,0,38342350,Women's Clothing,ZO0329603296,32.99,0.0,17.48,sold_product_575938_8920,0.0,2016-12-19 22:33:36,Mini skirt - black,32.99,32.99,32.99
36.99,0,1,Tigress Enterprises,0,39714400,Women's Clothing,ZO0050400504,36.99,0.0,16.65,sold_product_564380_13907,0.0,2016-12-11 08:02:24,Summer dress - black/Blue Violety,36.99,36.99,36.99
33.99,0,1,Tigress Enterprises,0,47170952,Women's Clothing,ZO0064700647,33.99,0.0,16.66,sold_product_731537_9315,0.0,2016-12-08 22:49:26,Blouse - offwhite,33.99,33.99,33.99
74.99,0,1,Angeldale,0,35470357,Women's Shoes,ZO0675106751,74.99,0.0,34.5,sold_product_731537_24725,0.0,2016-12-08 22:49:26,Lace-up boots - cognac,74.99,74.99,74.99
18.99,0,1,Low Tide Media,0,48045462,Men's Clothing,ZO0444004440,18.99,0.0,8.74,sold_product_719050_12715,0.0,2016-12-08 06:21:36,Polo shirt - off-white,18.99,18.99,18.99
7.99,0,1,Elitelligence,0,35583354,Men's Accessories,ZO0596805968,7.99,0.0,4.23,sold_product_569223_20466,0.0,2016-12-14 22:32:10,Hat - black,7.99,7.99,7.99
20.99,0,1,Pyramidustries,0,36324194,Women's Clothing,ZO0175701757,20.99,0.0,10.08,sold_product_586108_21857,0.0,2016-12-27 12:01:26,Cardigan - black/white,20.99,20.99,20.99
20.99,0,1,Pyramidustries,0,7050323,Women's Clothing,ZO0163801638,20.99,0.0,11.54,sold_product_577275_23802,0.0,2016-12-20 22:52:19,Long sleeved top - off white,20.99,20.99,20.99
64.99,0,1,Angeldale,0,48919951,Women's Accessories,ZO0697506975,64.99,0.0,31.2,sold_product_732229_12401,0.0,2016-12-13 14:13:55,Handbag - black,64.99,64.99,64.99
79.99,0,1,Oceanavigations,0,38332042,Women's Shoes,ZO0245602456,79.99,0.0,40.79,sold_product_732229_21229,0.0,2016-12-13 14:13:55,Boots - navy,79.99,79.99,79.99
11.99,0,1,Spherecords,0,41666119,Women's Clothing,ZO0643106431,11.99,0.0,6.23,sold_product_724806_13062,0.0,2016-12-13 13:58:05,Long sleeved top - dark green,11.99,11.99,11.99
28.99,0,1,Tigress Enterprises,0,44128500,Women's Clothing,ZO0033300333,28.99,0.0,14.78,sold_product_724806_12709,0.0,2016-12-13 13:58:05,Pleated skirt - Blue Violety,28.99,28.99,28.99
59.99,0,1,Angeldale,0,146475,Women's Accessories,ZO0696206962,59.99,0.0,27.01,sold_product_724806_19614,0.0,2016-12-13 13:58:05,Tote bag - terracotta,59.99,59.99,59.99
14.99,0,1,Spherecords,0,47314752,Women's Clothing,ZO0660306603,14.99,0.0,7.94,sold_product_590093_21165,0.0,2016-12-30 11:18:14,Nightie - dark green,14.99,14.99,14.99
32.99,0,1,Tigress Enterprises,0,31124077,Women's Clothing,ZO0067300673,32.99,0.0,15.18,sold_product_562060_15481,0.0,2016-12-09 14:47:02,Blazer - creme,32.99,32.99,32.99
22.99,0,1,Tigress Enterprises,0,35637001,Women's Clothing,ZO0062100621,22.99,0.0,11.95,sold_product_562060_8432,0.0,2016-12-09 14:47:02,Vest - black,22.99,22.99,22.99
89.99,0,1,Low Tide Media,0,34556575,Women's Shoes,ZO0374003740,89.99,0.0,44.99,sold_product_562094_4898,0.0,2016-12-09 15:28:48,Boots - cognac,89.99,89.99,89.99
10.99,0,1,Low Tide Media,0,37706413,Men's Clothing,ZO0438304383,10.99,0.0,5.82,sold_product_562236_14426,0.0,2016-12-09 17:57:07,Print T-shirt - grey multicolor,10.99,10.99,10.99
41.99,0,1,Tigress Enterprises MAMA,0,6605779,Women's Clothing,ZO0232702327,41.99,0.0,19.74,sold_product_562304_22770,0.0,2016-12-09 18:56:10,Jumper - black/grey,41.99,41.99,41.99
74.99,0,1,Angeldale,0,4405349,Women's Shoes,ZO0674206742,74.99,0.0,33.75,sold_product_557688_5758,0.0,2016-12-06 10:09:07,Ankle boots - cognac,74.99,74.99,74.99
84.99,0,1,Gnomehouse,0,36865420,Women's Shoes,ZO0326303263,84.99,0.0,40.8,sold_product_590907_18453,0.0,2016-12-31 02:03:50,High heeled ankle boots - black,84.99,84.99,84.99
84.99,0,1,Microlutions,0,33172156,Men's Clothing,ZO0115801158,84.99,0.0,40.8,sold_product_566519_12714,0.0,2016-12-12 21:23:02,Classic coat - black,84.99,84.99,84.99
11.99,0,1,Angeldale,0,2831673,Women's Accessories,ZO0701507015,11.99,0.0,6.35,sold_product_562994_21404,0.0,2016-12-10 07:29:17,Wallet - brown,11.99,11.99,11.99
64.99,0,1,Angeldale,0,40385258,Women's Shoes,ZO0666106661,64.99,0.0,33.79,sold_product_572979_20659,0.0,2016-12-17 16:35:02,High heels - rose,64.99,64.99,64.99
18.99,0,1,Spherecords,0,32131160,Women's Clothing,ZO0657306573,18.99,0.0,9.68,sold_product_558348_21104,0.0,2016-12-06 20:45:36,Jeggings - black,18.99,18.99,18.99
10.99,0,1,Low Tide Media,0,37635849,Men's Clothing,ZO0410304103,10.99,0.0,5.82,sold_product_576994_16207,0.0,2016-12-20 17:22:34,Bow tie - black,10.99,10.99,10.99
59.99,0,1,,0,6309624,Men's Accessories,ZO0484204842,59.99,0.0,28.8,sold_product_560562_16239,0.0,2016-12-08 12:38:53,Sunglasses - demi,59.99,59.99,59.99
22.99,0,1,Low Tide Media,0,32510844,Men's Clothing,ZO0412704127,22.99,0.0,10.81,sold_product_560562_15276,0.0,2016-12-08 12:38:53,Shirt - navy/white,22.99,22.99,22.99
22.99,0,1,Angeldale,0,6535860,Women's Accessories,ZO0698106981,22.99,0.0,11.04,sold_product_560478_12972,0.0,2016-12-08 11:21:07,Clutch - taupe,22.99,22.99,22.99
20.99,0,1,Spherecords,0,51905901,Women's Clothing,ZO0653606536,20.99,0.0,9.66,sold_product_560478_13801,0.0,2016-12-08 11:21:07,Cardigan - bordeaux,20.99,20.99,20.99
41.99,0,1,Spritechnologies,0,38277966,Men's Clothing,ZO0624406244,41.99,0.0,19.74,sold_product_573027_4002,0.0,2016-12-17 17:24:00,Soft shell jacket - mottled grey,41.99,41.99,41.99
24.99,0,1,Microlutions,0,3259906,Women's Accessories,ZO0128101281,24.99,0.0,12.01,sold_product_573027_19449,0.0,2016-12-17 17:24:00,Rucksack - black,24.99,24.99,24.99
49.99,0,1,Low Tide Media,0,1070391,Men's Shoes,ZO0398203982,49.99,0.0,26.49,sold_product_572949_21327,0.0,2016-12-17 16:03:22,Boots - black,49.99,49.99,49.99
10.99,0,1,Low Tide Media,0,50712109,Men's Clothing,ZO0436104361,10.99,0.0,5.5,sold_product_572987_11794,0.0,2016-12-17 16:42:14,Long sleeved top - light grey multicolor,10.99,10.99,10.99
49.99,0,1,Gnomehouse,0,36486927,Women's Shoes,ZO0320903209,49.99,0.0,24.5,sold_product_727317_15692,0.0,2016-12-24 06:23:02,Ballet pumps - blue,49.99,49.99,49.99
64.99,0,1,Low Tide Media,0,35606231,Women's Shoes,ZO0377103771,64.99,0.0,33.79,sold_product_579857_17838,0.0,2016-12-22 21:31:41,Ankle boots - brandy,64.99,64.99,64.99
24.99,0,1,Tigress Enterprises,0,44138566,Women's Clothing,ZO0051500515,24.99,0.0,13.74,sold_product_559903_23246,0.0,2016-12-08 00:59:02,Shift dress - Light Green,24.99,24.99,24.99
16.99,0,1,Pyramidustries,0,3482535,Women's Accessories,ZO0200502005,16.99,0.0,8.49,sold_product_559990_15167,0.0,2016-12-08 02:38:24,Handbag - aqua ,16.99,16.99,16.99
20.99,0,1,Oceanavigations,0,44142374,Women's Clothing,ZO0264302643,20.99,0.0,10.49,sold_product_580934_23622,0.0,2016-12-23 16:49:26,Jumper - brown,20.99,20.99,20.99
16.99,0,1,Tigress Enterprises,0,35183487,Women's Clothing,ZO0100101001,16.99,0.0,9.01,sold_product_580934_22239,0.0,2016-12-23 16:49:26,Nightie - teal,16.99,16.99,16.99
24.99,0,1,Elitelligence,0,43460566,Men's Clothing,ZO0593405934,24.99,0.0,11.25,sold_product_584146_14813,0.0,2016-12-25 23:49:55,Sweatshirt - olive,24.99,24.99,24.99
11.99,0,1,Spritechnologies,0,37503886,Men's Clothing,ZO0630906309,11.99,0.0,5.52,sold_product_560220_24521,0.0,2016-12-08 06:56:10,Undershirt - mid grey,11.99,11.99,11.99
59.99,0,1,Oceanavigations,0,33094856,Men's Shoes,ZO0255802558,59.99,0.0,27.6,sold_product_574591_18828,0.0,2016-12-18 21:51:50,Slip-ons - black,59.99,59.99,59.99
28.99,0,1,Tigress Enterprises,0,35527360,Women's Clothing,ZO0052600526,28.99,0.0,15.07,sold_product_571537_14387,0.0,2016-12-16 14:57:07,Dress with Defined Waist,28.99,28.99,28.99
64.99,0,1,Oceanavigations,0,37760275,Women's Shoes,ZO0250602506,64.99,0.0,31.85,sold_product_560072_15966,0.0,2016-12-08 04:09:07,Ankle boots - beige,64.99,64.99,64.99
16.99,0,1,Tigress Enterprises,0,55578837,Women's Accessories,ZO0087800878,16.99,0.0,9.17,sold_product_560072_11589,0.0,2016-12-08 04:09:07,Clutch - offwhite,16.99,16.99,16.99
32.99,0,1,Spritechnologies,0,33167543,Men's Clothing,ZO0624106241,32.99,0.0,15.51,sold_product_556296_13263,0.0,2016-12-05 09:25:55,Sports jacket - lime punch,32.99,32.99,32.99
59.99,0,1,Oceanavigations,0,40256975,Women's Shoes,ZO0239702397,59.99,0.0,31.19,sold_product_569710_14282,0.0,2016-12-15 06:56:10,Lace-ups - metallic black,59.99,59.99,59.99
14.99,0,1,Spherecords,0,34576042,Women's Clothing,ZO0652306523,14.99,0.0,7.94,sold_product_566320_23774,0.0,2016-12-12 18:01:26,Cardigan - dark blue,14.99,14.99,14.99
24.99,0,1,Tigress Enterprises Curvy,0,31503181,Women's Clothing,ZO0105001050,24.99,0.0,13.49,sold_product_587871_14149,0.0,2016-12-28 19:32:10,Blouse - Medium Sea Green,24.99,24.99,24.99
22.99,0,1,Elitelligence,0,6257871,Men's Clothing,ZO0541605416,22.99,0.0,12.41,sold_product_579675_14594,0.0,2016-12-22 18:14:24,Hoodie - grey,22.99,22.99,22.99
8.99,0,1,Elitelligence,0,32071785,Men's Clothing,ZO0556905569,8.99,0.0,4.32,sold_product_722373_11733,0.0,2016-12-23 23:22:34,Vest - mottled dark grey,8.99,8.99,8.99
59.99,0,1,Elitelligence,0,1247589,Men's Clothing,ZO0543705437,59.99,0.0,31.19,sold_product_571599_13813,0.0,2016-12-16 16:23:31,Winter jacket - oliv,59.99,59.99,59.99
11.99,0,1,Elitelligence,0,53486225,Men's Clothing,ZO0562705627,11.99,0.0,5.4,sold_product_722373_11390,0.0,2016-12-23 23:22:34,Print T-shirt - black,11.99,11.99,11.99
22.99,0,1,Tigress Enterprises,0,35136467,Women's Clothing,ZO0099700997,22.99,0.0,10.58,sold_product_559022_22742,0.0,2016-12-07 08:51:22,Dressing gown - light grey/dark grey,22.99,22.99,22.99
79.99,0,1,Oceanavigations,0,6520085,Women's Shoes,ZO0251802518,79.99,0.0,43.19,sold_product_571547_23034,0.0,2016-12-16 15:04:19,Boots - Crimson,79.99,79.99,79.99
32.99,0,1,Low Tide Media,0,35639111,Men's Clothing,ZO0454804548,32.99,0.0,17.81,sold_product_591088_20835,0.0,2016-12-31 05:41:17,Jumper - dark blue,32.99,32.99,32.99
41.99,0,1,Elitelligence,0,44601279,Men's Clothing,ZO0540405404,41.99,0.0,22.67,sold_product_571785_6029,0.0,2016-12-16 19:37:55,Bomber Jacket - dark blue,41.99,41.99,41.99
49.99,0,1,Elitelligence,0,35404368,Men's Clothing,ZO0539505395,49.99,0.0,24.5,sold_product_571424_24697,0.0,2016-12-16 12:54:43,Light jacket - red/black,49.99,49.99,49.99
64.99,0,1,Angeldale,0,45742721,Men's Shoes,ZO0687406874,64.99,0.0,29.25,sold_product_577635_1826,0.0,2016-12-21 05:38:24,Boots - grey,64.99,64.99,64.99
49.99,0,1,Angeldale,0,42112890,Women's Accessories,ZO0703107031,49.99,0.0,26.49,sold_product_556341_14473,0.0,2016-12-05 10:07:41,Rucksack - black,49.99,49.99,49.99
10.99,0,1,Pyramidustries,0,6406331,Women's Accessories,ZO0188201882,10.99,0.0,5.71,sold_product_591896_18841,0.0,2016-12-31 19:58:05,Belt - black,10.99,10.99,10.99
28.99,0,1,Pyramidustries active,0,32708305,Women's Clothing,ZO0226102261,28.99,0.0,14.49,sold_product_591896_16329,0.0,2016-12-31 19:58:05,Trousers - duffle bag ,28.99,28.99,28.99
18.99,0,1,Tigress Enterprises,0,46416049,Women's Shoes,ZO0003200032,18.99,0.0,10.06,sold_product_590521_5913,0.0,2016-12-30 18:33:07,High heels - dark green,18.99,18.99,18.99
32.99,0,1,Low Tide Media,0,34162428,Men's Shoes,ZO0396203962,32.99,0.0,16.5,sold_product_590560_11313,0.0,2016-12-30 19:17:46,Slip-ons - Navajo White,32.99,32.99,32.99
11.99,0,1,Elitelligence,0,47416059,Men's Clothing,ZO0552805528,11.99,0.0,5.76,sold_product_590560_19444,0.0,2016-12-30 19:17:46,Print T-shirt - white,11.99,11.99,11.99
14.99,0,1,Tigress Enterprises,0,48682394,Women's Accessories,ZO0080300803,14.99,0.0,6.9,sold_product_589374_20120,0.0,2016-12-29 22:20:38,Wallet - old rose,14.99,14.99,14.99
41.99,0,1,Microlutions,0,47668431,Men's Clothing,ZO0122501225,41.99,0.0,18.9,sold_product_589530_19474,0.0,2016-12-30 01:29:17,Cardigan - Dark Salmon,41.99,41.99,41.99
41.99,0,1,Elitelligence,0,6808807,Men's Shoes,ZO0520905209,41.99,0.0,23.09,sold_product_560460_1794,0.0,2016-12-08 10:59:31,Lace-up boots - brown,41.99,41.99,41.99
20.99,0,1,Pyramidustries,0,39950409,Women's Clothing,ZO0152901529,20.99,0.0,10.7,sold_product_566772_17102,0.0,2016-12-13 01:48:00,Jersey dress - black/white,20.99,20.99,20.99
28.99,0,1,Tigress Enterprises,0,46477489,Women's Shoes,ZO0019100191,28.99,0.0,13.63,sold_product_566772_7361,0.0,2016-12-13 01:48:00,Ankle boots - black,28.99,28.99,28.99
29.99,0,1,Tigress Enterprises,0,2574699,Women's Clothing,ZO0038200382,29.99,0.0,14.7,sold_product_589947_12206,0.0,2016-12-30 08:28:19,Jersey dress - bordeaux,29.99,29.99,29.99
20.99,0,1,Tigress Enterprises,0,32238589,Women's Clothing,ZO0056500565,20.99,0.0,11.12,sold_product_589947_21086,0.0,2016-12-30 08:28:19,Print T-shirt - port royal,20.99,20.99,20.99
20.99,0,1,Champion Arts,0,34427682,Women's Clothing,ZO0488004880,20.99,0.0,10.91,sold_product_560033_14650,0.0,2016-12-08 03:34:34,Tracksuit bottoms - grey/pink,20.99,20.99,20.99
36.99,0,1,Gnomehouse,0,51530385,Women's Clothing,ZO0328103281,36.99,0.0,17.02,sold_product_563622_19912,0.0,2016-12-10 19:00:29,A-line skirt - june bug,36.99,36.99,36.99
16.99,0,1,Pyramidustries,0,124142,Women's Clothing,ZO0164901649,16.99,0.0,9.17,sold_product_580966_20456,0.0,2016-12-23 17:28:19,Long sleeved top - black,16.99,16.99,16.99
28.99,0,1,Elitelligence,0,35568631,Men's Clothing,ZO0536505365,28.99,0.0,14.21,sold_product_552442_21541,0.0,2016-12-02 12:24:29,Slim fit jeans - black denim,28.99,28.99,28.99
99.99,0,1,Oceanavigations,0,48981755,Men's Clothing,ZO0289002890,99.99,0.0,53.99,sold_product_580758_6718,0.0,2016-12-23 13:42:14,Parka - navy,99.99,99.99,99.99
28.99,0,1,Pyramidustries,0,39200792,Women's Clothing,ZO0145801458,28.99,0.0,15.65,sold_product_580802_17811,0.0,2016-12-23 14:22:34,Jumpsuit - dark red,28.99,28.99,28.99
41.99,0,1,Low Tide Media,0,46522697,Men's Accessories,ZO0465804658,41.99,0.0,22.67,sold_product_581203_24900,0.0,2016-12-23 21:44:38,Rucksack - navy,41.99,41.99,41.99
28.99,0,1,Oceanavigations,0,43468130,Men's Clothing,ZO0280902809,28.99,0.0,13.34,sold_product_581203_16167,0.0,2016-12-23 21:44:38,Shirt - blue malange,28.99,28.99,28.99
34.99,0,1,Gnomehouse mom,0,33126649,Women's Clothing,ZO0232902329,34.99,0.0,15.75,sold_product_581033_21452,0.0,2016-12-23 18:34:34,Jersey dress - rose,34.99,34.99,34.99
13.99,0,1,Pyramidustries active,0,51000982,Women's Clothing,ZO0224602246,13.99,0.0,6.72,sold_product_563622_10691,0.0,2016-12-10 19:00:29,3/4 sports trousers - magnet ,13.99,13.99,13.99
32.99,0,1,Microlutions,0,51381703,Men's Accessories,ZO0126801268,32.99,0.0,15.18,sold_product_563666_15695,0.0,2016-12-10 19:40:48,Watch - gunmetal,32.99,32.99,32.99
28.99,0,1,Gnomehouse,0,36678785,Women's Clothing,ZO0359003590,28.99,0.0,13.34,sold_product_551624_20942,0.0,2016-12-01 22:16:19,Pyjama set - light pink,28.99,28.99,28.99
20.99,0,1,Pyramidustries,0,47339314,Women's Clothing,ZO0171701717,20.99,0.0,9.66,sold_product_583739_21192,0.0,2016-12-25 17:03:50,Shirt - black,20.99,20.99,20.99
13.99,0,1,Tigress Enterprises,0,47168534,Women's Accessories,ZO0077200772,13.99,0.0,7.41,sold_product_565489_17610,0.0,2016-12-12 02:48:29,Belt - black,13.99,13.99,13.99
7.99,0,1,Spherecords,0,44074420,Women's Clothing,ZO0643006430,7.99,0.0,3.6,sold_product_565489_23396,0.0,2016-12-12 02:48:29,Vest - black,7.99,7.99,7.99
59.99,0,1,Oceanavigations,0,50833354,Men's Clothing,ZO0275102751,59.99,0.0,32.39,sold_product_563026_17728,0.0,2016-12-10 07:59:31,Suit jacket - navy,59.99,59.99,59.99
64.99,0,1,Gnomehouse,0,46280091,Women's Clothing,ZO0338803388,64.99,0.0,29.9,sold_product_563084_23929,0.0,2016-12-10 09:12:58,Summer dress - black,64.99,64.99,64.99
41.99,0,1,Gnomehouse,0,49055914,Women's Clothing,ZO0334203342,41.99,0.0,19.32,sold_product_563084_13484,0.0,2016-12-10 09:12:58,Summer dress - pastel blue,41.99,41.99,41.99
24.99,0,1,Elitelligence,0,43144585,Men's Clothing,ZO0575905759,24.99,0.0,12.25,sold_product_565366_14547,0.0,2016-12-12 01:00:29,Jumper - camel/black,24.99,24.99,24.99
16.99,0,1,Microlutions,0,30156309,Women's Clothing,ZO0108801088,16.99,0.0,7.99,sold_product_585164_23266,0.0,2016-12-26 18:18:43,Print T-shirt - bright white,16.99,16.99,16.99
10.99,0,1,Pyramidustries,0,50248395,Women's Accessories,ZO0193101931,10.99,0.0,5.5,sold_product_557373_22111,0.0,2016-12-06 04:29:17,Scarf - light blue/taupe,10.99,10.99,10.99
64.99,0,1,Low Tide Media,0,46003896,Women's Shoes,ZO0377203772,64.99,0.0,29.9,sold_product_585318_17524,0.0,2016-12-26 20:58:34,Ankle boots - cognac,64.99,64.99,64.99
28.99,0,1,Pyramidustries,0,34002955,Women's Clothing,ZO0154301543,28.99,0.0,15.94,sold_product_585318_21959,0.0,2016-12-26 20:58:34,Summer dress - black,28.99,28.99,28.99
32.99,0,1,Oceanavigations,0,6918590,Men's Accessories,ZO0312203122,32.99,0.0,15.51,sold_product_569510_14881,0.0,2016-12-15 03:20:10,Watch - black ,32.99,32.99,32.99
16.99,0,1,Elitelligence,0,52864115,Men's Shoes,ZO0507605076,16.99,0.0,8.83,sold_product_585223_19192,0.0,2016-12-26 19:16:19,Trainers - white,16.99,16.99,16.99
29.99,0,1,Pyramidustries,0,41973672,Women's Shoes,ZO0139801398,29.99,0.0,15.29,sold_product_585273_16772,0.0,2016-12-26 20:05:17,Ankle boots - dark blue,29.99,29.99,29.99
32.99,0,1,Tigress Enterprises,0,6019665,Women's Clothing,ZO0046800468,32.99,0.0,17.81,sold_product_585273_24460,0.0,2016-12-26 20:05:17,Shift dress - black,32.99,32.99,32.99
99.99,0,1,Oceanavigations,0,50801602,Women's Shoes,ZO0252002520,99.99,0.0,51.99,sold_product_585316_23544,0.0,2016-12-26 20:57:07,Winter boots - black,99.99,99.99,99.99
24.99,0,1,Champion Arts,0,52626357,Women's Clothing,ZO0488104881,24.99,0.0,12.01,sold_product_585316_23049,0.0,2016-12-26 20:57:07,Tracksuit bottoms - blue,24.99,24.99,24.99
32.99,0,1,Microlutions,0,47471435,Men's Clothing,ZO0121701217,32.99,0.0,15.84,sold_product_562390_19623,0.0,2016-12-09 20:31:12,Jumper - navy blazer,32.99,32.99,32.99
10.99,0,1,Elitelligence,0,42336231,Men's Accessories,ZO0599705997,10.99,0.0,5.17,sold_product_568039_13197,0.0,2016-12-14 01:22:05,Sunglasses - black/silver-coloured,10.99,10.99,10.99
28.99,0,1,Low Tide Media,0,47009067,Men's Clothing,ZO0416704167,28.99,0.0,15.36,sold_product_568039_11137,0.0,2016-12-14 01:22:05,Shirt - white,28.99,28.99,28.99
